16,理智与情感,李安,　　老庄园主去世后，可怜的母女四人被长子逐出了庄园。靠着亲戚的帮助，她们在一处小小的农舍安顿下来。势力眼的长嫂未曾想到的是，她的弟弟爱德华爱上了三姐妹中的大姐埃莉诺。理智的埃莉诺尽管也倾心于爱德华，却顾及两人地位的悬殊而努力克制着自己的感情。与此同时，妹妹玛丽安娜和英俊的军官威罗比陷入热恋。情感外露的玛丽安娜热情奔放的释放着自己对威罗比的爱慕，甚至不顾及伤害追求者布兰登上校的感情。未曾想，威罗比为人不正，根本没有把玛丽安娜的感情真正放在心上。两个姐妹的感情相继陷入了危机。性格迥异的两姐妹谁能得到真正的爱情，如愿以偿呢？母女四人又该如何走出生活的困境呢？,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3HmP7Pyork3gT9tD3O5BA9aFgTf.jpg
17,四个房间,罗伯特·罗德里格兹,在一家古旧的旅馆内，员工们都去欢度新年假期，只有一个小侍应生（Tim Roth 蒂姆•罗素 饰）留守。当夜，光怪陆离的事件轮番上演：,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eznrQyErtHMY5Z1s1amF9P70A0z.jpg
18,神探飞机头2,史蒂夫·厄德克,浣熊行动的失败，使得艾斯·文图拉（金·凯瑞 Jim Carrey 饰）决定前往喜马拉雅山深处进行修行，锻炼自己避免再出现浣熊行动这样的事情出现。时间过得很快，一天艾斯突然收到邀请。非洲瓦查蒂族的神物——一只白色大蝙蝠不知所踪。他们希望艾斯重出江湖，帮他们找回这只白蝙蝠。一踏上非洲大陆，艾斯就立马展开了侦查工作。首先，艾斯将怀疑对象锁定在了野生动物园园长身上，可是却苦苦无法找到证据，只好作罢。接着他又怀疑是部落巫师偷走的，但是也是毫无头绪。在笑料百出的调查过程中，艾斯发现白蝙蝠原来在两个盗猎者手上，而其幕后首脑居然是大使。原来，为了独占蝙蝠粪这一稀有资源，他不惜挑起部族之间的矛盾，以此来从中渔利。最终，艾斯借助动物们的帮助，将白蝙蝠完璧归赵。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sErewZuIq5tiELdDlKDj7jbhMTk.jpg
19,银线风暴,Joseph Ruben,约翰与查理同属纽约地铁的特警，两人情同手足，为帮助查理戒赌，约翰可没少劳心费力。因工作关系他们对地铁的保安环境十分熟悉，两人经常想象出不同的方法去打劫运钞列车。约翰一直把这当成是一种游戏，但查理却认为这是他唯一能脱离赌徒生涯的途径。当新调任的女警姬丝爱上了约翰而非查理时，失落的查理终于铤而走险，跳上了运钞列车……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
20,矮子当道,巴里·索南菲尔德,　　奇利（约翰·特拉沃塔 John Travolta 饰）是一名经验丰富的追债人，这一次，他奉老板雷（丹尼斯·法里纳 Dennis Farina 饰）之命，前往好莱坞寻找一个名叫哈里（吉恩·哈克曼 Gene Hackman 饰）的电影人。没想到，奇利是个超级影迷，在见到了哈里之后，奇利突发奇想，决定和哈里合作，拍摄一部名为《拉夫乔伊先生》的电影。  　　卡伦（蕾妮·罗素 Rene Russo 饰）和马丁（丹尼·德维托 Danny DeVito 饰）加入了奇利的拍摄计划之中，就连哈里的债主卡特里特（戴尔里·林多 Delroy Lindo 饰）也对这部影片产生了兴趣。然而，卡特里特心里亦有着他的打算，他决定让哈里和奇利帮助他取回丢在机场的巨额赃款。奇利的不受控制惹恼了身为老板的雷，他也来到了好莱坞，一场混战即将爆发。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
21,叠影谋杀案,乔恩·埃米尔,犯罪心理学家海伦.赫德森干得太出色了：在别人看来毫无线索的情况下她能分析出杀人凶手的活动规律、作案手法甚至下一个目标。所以她才被惊扰全城的连环杀手忌恨，险遭杀害。现在她已足不出户，终日与电脑为伴。而一心想破这个连环凶杀案的女警探在无计可施的情况下来找海伦相助，并最终说服她出山。海伦做了大量分析工作后发现，凶手是在模仿古今中外着名的杀人事件，这次要想准确推断出谁是下一个目标真是难上加难，因为这样的事件真是浩如烟海，从中找出必然的联系几乎可以说是不可能的。当海伦借助电脑，从作案细节上有所发现时，凶手已经站到了他们门外。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/oMgwJb016znNZcpDR20eXxZoW8A.jpg
22,刺客战场,莉莉·沃卓斯基,　　身为一名杀手，罗伯特（西尔维斯特·史泰龙 Sylvester Stallone 饰）有着自己不可动摇的原则，那就是除了任务目标外，决不滥杀无辜。尽管与罗伯特是同行，但米高（安东尼奥·班德拉斯 Antonio Banderas 饰）的生死观却和罗伯特大相径庭，他不仅为了达成目的不择手段，更是将业内“德高望重”的罗伯特视作眼中钉肉中刺，欲除之而后快。  　　充满了杀戮的生活令罗伯特感到厌倦，他决心再干最后一票，从此金盆洗手。很快，技术高超的罗伯特便捉住了目标任务——一名叫伊莉（朱丽安·摩尔 Julianne Moore 饰）的女贼，不幸的是，此时的伊莉和她手中价值两百万美元的磁盘亦成为了米高的猎物。随着时间的推移，罗伯特渐渐的爱上了伊莉，与此同时，残暴的米高也离他们越来越近。 ©豆瓣,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kgqS4jn60E8UIExfceMUExB3ZKK.jpg
23,闪电奇迹,维克多·萨尔瓦,Jeremy Reed的母亲在怀孕时不幸遭到电击，导致Jeremy——大家都叫他Powder——是一个拥有超能力的白化病患者。十六年来，家人为了保护 Powder，将其软禁在祖父母家的地下室里。随着祖父母的去世，Powder也被人们发现并带到太阳底下。一开始Powder的出现引起了镇上居民的敌意，在学校里也有小混混捉弄欺负他，但随后Powder的老师便发现其智商奇高，而且Powder  电影《闪电奇迹》剧照,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
24,离开拉斯维加斯,迈克·菲吉斯,本（尼古拉斯•凯奇 Nicolas Cage 饰 ）一个是贫困潦倒的编剧，终日借酒消愁，被公司开除后，郁郁不得志的他变卖了所有的家当，前去拉斯维加斯开始了他慢性自杀的计划。他打算在几周的时间内，喝酒至死。在光怪陆离的拉斯维加斯，醉醺醺的他遇见了妓女莎拉（伊丽莎白•苏 Elisabeth Shue 饰）。莎拉过着同样不幸的生活：被皮条客控制自由，屡次出逃不遂。本和莎拉共度了一夜，这夜他们互相倾诉，同是天涯沦落人。二人很快同居，但莎拉并不阻止本继续狂饮。本在自己的世界里沉溺得越来越深，直到有一天和另一个女人躺在莎拉床上，莎拉怒不可遏，将本赶出家门。本在酒精的折磨下奄奄一息，他打电话给莎拉，能否让生命和感情重生。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/wxtZqarfgyT1f9eezacvCLQUTAq.jpg
25,奥赛罗,奥利弗·帕克,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kyevuYzW36wKadiE8lftLac5VwQ.jpg
26,童年的约定,Lesli Linka Glatter,克里斯（丽塔·威尔逊 Rita Wilson 饰）、罗伯特（罗茜·欧唐内 Rosie O'Donnell 饰）、蒂娜（梅兰尼·格里菲斯 Melanie Griffith 饰）和萨曼莎（黛咪·摩尔 Demi Moore 饰）是出生成长在同一个小镇的四位好友，彼此之间感情十分亲密。长大成人之后，她们分道扬镳走上各自不同的人生道路。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg
27,劝导,罗杰·米歇尔,　　根据简·奥斯丁同名小说《劝导》改编而成。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg
28,童梦失魂夜,让-皮埃尔·热内,　　故事发生在一个雾气氤氲的奇幻城市中，怪博士格勒（丹尼尔·埃米尔福克 Daniel Emilfork 饰）因无法做梦而饱受折磨，痛苦的他唯有指示手下的克隆人（多米尼克·皮诺 Dominique Pinon 饰）绑架城中的孩童，通过一个怪异的机器来窃取他们的梦境。可是，所有的美梦到了他这儿，均变成了噩梦。阿一（朗·普尔曼 Ron Perlman 饰）天生巨大强壮，一日，相依为命的弟弟被怪博士掳走，善良的他为了救回弟弟，联手孤儿偷窃团的成员美蒂（嘉蒂斯·维泰特 Judith Vittet 饰），同怪博士展开了一场斗智斗勇的殊死搏斗。导演让-皮埃尔·热内 （Jean-Pierre Jeunet）用他一贯天马行空的想象力，为我们构筑了一个正邪混杂但善良不灭的华丽梦境。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/gNOu7xBfMNRAcrnjdP6XuJMrEnm.jpg
29,摇啊摇，摇到外婆桥,张艺谋,1930年代，乡村少年唐水生来到上海投靠六叔（李雪健），在他的引荐下，做了歌舞皇后小金宝（巩俐）的贴身佣人。小金宝是上海滩一霸唐老爷（李保田）的女人，但与其手下宋二爷有染，而宋二爷已经觊觎唐老爷的位子良久。六叔的猝死使唐老爷心生警觉，带着小金宝、水生等人来到一个只有寡 妇翠花和她一双儿女在的小岛避难，并下令对上岛的生熟面孔格杀无论。小金宝在同翠花的相处中对生活有了另一番理解，渐渐对唐老爷的残忍非常不满，然而她的命运亦掌控在唐老爷手中。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6mexZlP0XhcXpK7jOwTfcCF9jOT.jpg
30,危险游戏,John N. Smith,露安（米歇尔·菲佛 Michelle Pfeiffer 饰）曾经是海军陆战队中的一员，在军营里度过了九个年头，练就了一身非凡的本领和一颗钢铁般的心脏。退伍后，对教育充满了热情的露安决定成为一名教师，准备将她从军期间学习到的精神发扬光大。谁知道刚到学校的第一天露安便知道自己遇见了难啃的骨头，原来她所教导的，竟然是一群丝毫不遵守规章制度的问题学生。在经历了起初的挫败后，露安很快就调整了战术，她发现这些孩子表面上桀骜不驯，但其实内心却有着向善的火种。凯丽的意外怀孕（布鲁克琳·哈里斯 Bruklin Harris 饰）、埃米利奥（Wade Dominguez 饰）无法自控的暴力倾向、洛尔（雷诺里·圣地亚哥 Renoly Santiago 饰）的自卑和懦弱，且看露安如何用真情和爱心帮助这些迷途的羔羊找到回家的路。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
31,十二猴子,特里·吉列姆,公元2035年，人类被12只猴子军研制的一种病毒侵袭，大部分人类都在这场病毒灾难中死亡，只有少数人侥幸逃生，但也只能在阴暗的地下，苟且偷生。科学家们决定派人穿越时光回到1996年追查12只猴子军的来历。囚徒詹姆斯·科尔(布鲁斯·威利斯 Bruce Willis 饰)被 挑选为志愿者。阴差阳错，科尔回到了1990年，当他向当时的人们描述未来的那场大灾难时，被当作精神病捉了起来并被医生凯瑟琳·雪莉（玛德琳·斯通 Madeleine Stowe 饰）诊断为精神分裂症。科尔在病友杰弗里·戈因斯帮助下逃脱，回到了未来。因为没查清12只猴子军的来历，科尔再次被派回了1996年。科尔这次发现了12只猴子军的起源地在费城，他找到了医生凯瑟琳，二人一起展开了追查12只猴子军的冒险之旅!,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9qQ3nv0ZjehwjEWp8S6mx5alKwi.jpg
32,小猪宝贝,克里斯·努南,　　猪麦最初作为游乐节目里的礼品来到了霍吉特的农场。这里的动物各司其职，坚守自己的岗位，猪麦只是其中不起眼的一员。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7mPKIdCVIuPEE0FpYX7UE91yWaW.jpg
33,死囚漫步,蒂姆·罗宾斯,　　修女海伦（苏珊·萨兰登 Susan Sarandon饰）受死刑犯马修·庞斯莱（西恩·潘 Sean Penn饰）之托，前往监狱探望他。马修否认残杀年轻情侣被判死刑，提出上诉。海伦一路走访，深入村庄调查真相。一方面是被虐杀而死的无辜情侣，一方面是即将被处决的罪犯的精神依托， 海伦使尽各种办法帮助马修，但当她面对受害者双亲的痛诉以及公众的愤怒时，海伦的内心也陷入纠结的道德审判中。海伦最终感化了马修。行刑前，马修承认自己的罪行并祈求得到受害者家人的宽恕，安心而有尊严的走完人生的最后168小时。 本片改编自修女海伦·普雷金的真实故事，苏珊·萨兰登因本片荣获第68届奥斯卡最佳女主角。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg
34,好事成双,安迪·坦南特,阿曼达（玛丽-凯特·奥尔森 Mary-Kate Olsen 饰）是一个孤儿，从小在孤儿院中长大，尽管不知道自己的父母身在何处，但个性活泼又善良的阿曼达深得长辈和朋友们的喜爱，生活过得无忧无虑。艾丽莎（艾什丽·奥尔森 Ashley Olsen 饰）出生于富有的家庭，从小到大过得都是锦衣玉食的生活，但即便如此，她还是终日闷闷不乐，因为一个名叫克莱瑞斯（珍妮·希伯特 Jane Sibbett 饰）的讨厌女人即将要成为她的后妈。就是这样两个身份和境遇都大相径庭的女孩，她们却有着几乎一模一样的面孔，一次偶然中，这两个女孩相遇了，惊讶于彼此相似的容颜，一个奇妙的点子在两个女孩脑中产生了，她们决定交换身份，尝试新的生活。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg
35,独领风骚,Amy Heckerling,故事发生在位于比弗利山庄的一所贵族学校中，能够进入此学校就读的学生们，非富即贵，所以，校园里奢侈和自由的风气和普通的学校是无法相比的。在这里，成绩和品行都不重要，重要的是五颜六色的名牌时装，是闪闪发光的珠宝配饰，是张扬奔放肆意挥洒的个性。我们的主人公雪儿（艾丽西亚·希尔维斯通 Alicia Silverstone 饰）就在这样的世界里生活成长着。  　　一位转学生的到来吸引了雪儿的注意，在偌大的校园里，在同学朋友的眼中，这名转学生简直就是“怪胎”，穿着平庸打扮又土气，雪儿决定帮助她改头换面，“重新做人”。在雪儿的指导下，转学生果然有了焕然一新的面貌，甚至更胜雪儿一筹，这让雪儿的内心里十分不平。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/c1Rwl9PXhwru3RZmcw262WDxY1U.jpg
36,哭泣的大地,Darrell James Roodt,一个南非传教士去寻找他在大城市犯罪的迷途儿子。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
37,理查三世,Richard Loncraine,　　在1930年代，当时世界被战争而分裂，人类处在激情与痛苦当中。导演理查德·隆克瑞恩巧妙地将故事中的狡诈、阴谋、残暴，与当代法西斯象征主义结合在一起。伊安·麦克莱恩演出理查三世，他欲夺取兄长的王位，谋杀、骗婚、歼灭亲族无所不用其极，这样强烈的欲望，驱使他永无止尽的毁掉周遭的人。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
38,绝命战场,艾伦·休斯,六十年代末期的布鲁克林黑人街区，高中生安东尼（Larenz Tate 饰）与好友乔伊、斯格普等人享受着虽不富裕但也饶有兴味的生活。街上的小头目科比欣赏安东尼的球技，经常给予他照顾。毕业前夕，安东尼放弃上大学的机会，选择参军，他带着女友胡安妮塔与父母的牵挂踏上了越南的土地。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg
39,乱世情缘,Michael Hoffman,"受强人帝王“查理二世""（山姆尼尔饰）王室的邀请，年轻又有活力的罗柏麦瑞佛（小劳勃道尼饰演），放弃了他的医学研究而接受御医的工作。依照国王的要求，他与皇室最年轻的女王--希莉亚（波丽华肯饰演）缔结了政治婚姻。为了报答所被赋予的骑士资格和国家资产，国王建议麦瑞佛拒绝对新娘做任何的承诺。然而宫廷画家--费恩（休葛兰饰演）却极力鼓励他。麦瑞佛实在无法控制自己对希莉亚的欲望，但她将他的殷勤置于千里之外。 这部电影由梅格莱恩，山姆尼尔以及小劳勃道尼主演，故事以１６６０年，英王查理二世复辟的王权复兴时期为背景，这个时期的欧洲文化也正经历一场科学，艺术与社会结构的崭新探索，虽然这是一个变动中的时代，但某方面来看，其中也充满了挑战与力量，故事描述一名很有天份的医生，如何由年轻气盛时的沈迷繁华，醉生梦死，到省思彻悟后的返璞归真，救世济人． Restoration一词不仅是历史上”复辟”的专有名词，同时也代表了一个迷失灵魂由堕落到重生的心路历程．",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/d7udB1dbJ2zAewg4FjFFnPq8iow.jpg
